cell_id,x,y,cell_type_annotation,niche_annotation
14323,22902,83010,unknown,T cell Zone
14324,24565,82986,Memory B cell,B cell Zone
14325,21898,82999,pericyte,T cell Zone
14326,22116,82990,T-zone reticular cell,T cell Zone
14327,22704,83005,macrophage,T cell Zone
14328,23831,82982,Naive B cell,B cell Zone
14329,21386,82950,dendritic cell,T cell Zone
14330,21419,83007,T-zone reticular cell,T cell Zone
14331,23670,82994,Memory B cell,B cell Zone
14332,24220,82987,Naive B cell,B cell Zone
14333,22213,82981,T-zone reticular cell,T cell Zone
14334,22750,82994,Memory B cell,T cell Zone
14335,25533,82987,Memory B cell,B cell Zone
14336,21671,82994,CD4 T cell,T cell Zone
14337,23123,82992,Naive B cell,B cell Zone
14338,23750,82983,Naive B cell,B cell Zone
14339,25221,82996,Naive B cell,B cell Zone
14340,23304,82987,Memory B cell,B cell Zone
14341,25518,82984,Memory B cell,B cell Zone
14342,22336,82991,unknown,T cell Zone
14343,23198,82981,Naive B cell,B cell Zone
14344,24440,82992,Naive B cell,B cell Zone
14345,25455,82986,Naive B cell,B cell Zone
14346,21774,82977,CD4 T cell,T cell Zone
14347,23070,82966,Memory B cell,B cell Zone
14348,24057,82982,Naive B cell,B cell Zone
14349,24780,82982,unknown,B cell Zone
14350,24357,82961,Naive B cell,B cell Zone
14351,21656,82968,T-zone reticular cell,T cell Zone
14352,22613,82964,GC B DZ,T cell Zone
14353,23454,82972,Naive B cell,B cell Zone
14354,24624,82963,Naive B cell,B cell Zone
14355,24755,82954,Naive B cell,B cell Zone
14356,22871,82973,Memory B cell,T cell Zone
14357,23227,82966,Memory B cell,B cell Zone
14358,24980,82962,follicular dendritic cell,B cell Zone
14359,21615,82970,CD4 T cell,T cell Zone
14360,21719,82974,plasma cell,T cell Zone
14361,22668,82957,CD4 T cell,T cell Zone
14362,23879,82974,Memory B cell,B cell Zone
14363,23161,82976,follicular dendritic cell,B cell Zone
14364,24162,82952,Naive B cell,B cell Zone
14365,22283,82931,pericyte,T cell Zone
14366,24687,82969,Naive B cell,B cell Zone
14367,24827,82966,unknown,B cell Zone
14368,25339,82964,follicular dendritic cell,B cell Zone
14369,23946,82965,Memory B cell,B cell Zone
14370,25141,82961,Memory B cell,B cell Zone
14371,22057,82954,T-zone reticular cell,T cell Zone
14372,22392,82966,NK cell,T cell Zone
14373,24241,82962,Naive B cell,B cell Zone
14374,24300,82943,Naive B cell,B cell Zone
14375,25269,82966,unknown,B cell Zone
14376,22760,82942,CD4 T cell,T cell Zone
14377,23516,82961,Memory B cell,B cell Zone
14378,24115,82949,Naive B cell,B cell Zone
14379,23306,82930,Naive B cell,B cell Zone
14380,23700,82956,Memory B cell,B cell Zone
14381,21342,82917,macrophage,T cell Zone
14382,23571,82934,Naive B cell,B cell Zone
14383,23646,82952,Memory B cell,B cell Zone
14384,22517,82933,CD4 T cell,T cell Zone
14385,21576,82952,plasma cell,T cell Zone
14386,24077,82948,unknown,B cell Zone
14387,24478,82954,Memory B cell,B cell Zone
14388,25492,82949,unknown,B cell Zone
14389,22829,82932,CD4 T cell,T cell Zone
14390,24644,82940,Naive B cell,B cell Zone
14391,25239,82930,Naive B cell,B cell Zone
14392,24028,82947,Naive B cell,B cell Zone
14393,21695,82913,plasma cell,T cell Zone
14394,23716,82930,Memory B cell,B cell Zone
14395,21433,82921,dendritic cell,T cell Zone
14396,21512,82938,T-zone reticular cell,T cell Zone
14397,21790,82921,CD4 T cell,T cell Zone
14398,22185,82933,macrophage,T cell Zone
14399,22703,82944,Naive B cell,T cell Zone
14400,22986,82927,follicular dendritic cell,T cell Zone
14401,23256,82936,Memory B cell,B cell Zone
14402,25065,82927,follicular dendritic cell,B cell Zone
14403,25427,82945,unknown,B cell Zone
14404,23375,82942,Naive B cell,B cell Zone
14405,24412,82937,Naive B cell,B cell Zone
14406,22579,82918,CD4 T cell,T cell Zone
14407,23119,82924,CD8 T cell,B cell Zone
14408,24542,82931,Memory B cell,B cell Zone
14409,25604,82935,macrophage,B cell Zone
14410,23412,82928,Naive B cell,B cell Zone
14411,24714,82927,Naive B cell,B cell Zone
14412,23756,82906,Naive B cell,B cell Zone
14413,23866,82935,Naive B cell,B cell Zone
14414,23603,82931,unknown,B cell Zone
14415,23193,82924,Memory B cell,B cell Zone
14416,24187,82912,Naive B cell,B cell Zone
14417,21863,82923,pericyte,T cell Zone
14418,25463,82918,unknown,B cell Zone
14419,22356,82903,macrophage,T cell Zone
14420,24016,82925,Memory B cell,B cell Zone
14421,22092,82919,T-zone reticular cell,T cell Zone
14422,22781,82895,macrophage,T cell Zone
14423,25470,82899,follicular dendritic cell,B cell Zone
14424,25559,82902,unknown,B cell Zone
14425,22926,82903,Memory B cell,B cell Zone
14426,24818,82899,follicular dendritic cell,B cell Zone
14427,23508,82904,Naive B cell,B cell Zone
14428,22869,82885,Memory B cell,T cell Zone
14429,24965,82889,follicular dendritic cell,B cell Zone
14430,25153,82913,Naive B cell,B cell Zone
14431,23439,82899,Naive B cell,B cell Zone
14432,24461,82893,Naive B cell,B cell Zone
14433,21598,82895,NK cell,T cell Zone
14434,22624,82905,CD4 T cell,T cell Zone
14435,23973,82914,Naive B cell,B cell Zone
14436,24266,82903,Naive B cell,B cell Zone
14437,22201,82896,macrophage,T cell Zone
14438,22478,82870,CD8 T cell,T cell Zone
14439,23628,82887,Memory B cell,B cell Zone
14440,24086,82889,Naive B cell,B cell Zone
14441,24344,82901,Memory B cell,B cell Zone
14442,23918,82899,Memory B cell,B cell Zone
14443,24582,82885,Memory B cell,B cell Zone
14444,25417,82902,unknown,B cell Zone
14445,22399,82885,macrophage,T cell Zone
14446,24632,82904,unknown,B cell Zone
14447,25371,82904,unknown,B cell Zone
14448,23531,82905,unknown,B cell Zone
14449,23038,82890,follicular dendritic cell,B cell Zone
14450,23377,82897,Memory B cell,B cell Zone
14451,23842,82892,Naive B cell,B cell Zone
14452,22703,82880,GC B LZ,T cell Zone
14453,23209,82891,Memory B cell,B cell Zone
14454,25214,82895,unknown,B cell Zone
14455,24872,82885,follicular dendritic cell,B cell Zone
14456,25130,82877,Naive B cell,B cell Zone
14457,21926,82884,pericyte,T cell Zone
14458,22566,82878,CD4 T cell,T cell Zone
14459,24779,82881,Memory B cell,B cell Zone
14460,23133,82872,CD4 T cell,B cell Zone
14461,24712,82883,Memory B cell,B cell Zone
14462,21387,82881,T-zone reticular cell,T cell Zone
14463,22028,82880,T-zone reticular cell,T cell Zone
14464,22424,82866,CD4 T cell,T cell Zone
14465,25317,82888,unknown,B cell Zone
14466,21835,82874,pericyte,T cell Zone
14467,24517,82864,Naive B cell,B cell Zone
14468,21502,82873,T-zone reticular cell,T cell Zone
14469,22969,82862,Memory B cell,B cell Zone
14470,24022,82882,unknown,B cell Zone
14471,24395,82865,GC B LZ,B cell Zone
14472,24656,82859,Memory B cell,B cell Zone
14473,22652,82867,CD4 T cell,T cell Zone
14474,23240,82866,Memory B cell,B cell Zone
14475,22242,82877,dendritic cell,T cell Zone
14476,24663,82886,unknown,B cell Zone
14477,25058,82864,follicular dendritic cell,B cell Zone
14478,23328,82852,Memory B cell,B cell Zone
14479,25179,82870,Naive B cell,B cell Zone
14480,21540,82855,macrophage,T cell Zone
14481,23082,82852,Naive B cell,B cell Zone
14482,23686,82847,Memory B cell,B cell Zone
14483,22088,82859,T-zone reticular cell,T cell Zone
14484,22813,82853,macrophage,T cell Zone
14485,23574,82856,Naive B cell,B cell Zone
14486,24104,82854,Memory B cell,B cell Zone
14487,22140,82872,macrophage,T cell Zone
14488,23885,82863,Memory B cell,B cell Zone
14489,23804,82861,Memory B cell,B cell Zone
14490,23978,82851,Naive B cell,B cell Zone
14491,24332,82842,Naive B cell,B cell Zone
14492,25344,82862,unknown,B cell Zone
14493,25399,82859,Naive B cell,B cell Zone
14494,23411,82845,Naive B cell,B cell Zone
14495,23496,82842,Memory B cell,B cell Zone
14496,24165,82850,Naive B cell,B cell Zone
14497,24227,82829,follicular dendritic cell,B cell Zone
14498,24457,82851,Naive B cell,B cell Zone
14499,25009,82835,unknown,B cell Zone
14500,25230,82861,unknown,B cell Zone
14501,24600,82850,unknown,B cell Zone
14502,25281,82861,unknown,B cell Zone
14503,21767,82834,GC B LZ,T cell Zone
14504,22907,82849,Memory B cell,T cell Zone
14505,24041,82843,Naive B cell,B cell Zone
14506,24718,82843,follicular dendritic cell,B cell Zone
14507,25510,82781,Naive B cell,B cell Zone
14508,24910,82827,follicular dendritic cell,B cell Zone
14509,21597,82836,macrophage,T cell Zone
14510,22044,82830,CD4 T cell,T cell Zone
14511,24767,82835,Naive B cell,B cell Zone
14512,21685,82817,GC B DZ,T cell Zone
14513,25468,82821,Naive B cell,B cell Zone
14514,21467,82825,endothelial cell,T cell Zone
14515,21851,82828,Memory B cell,T cell Zone
14516,22258,82832,NK cell,T cell Zone
14517,23931,82820,Naive B cell,B cell Zone
14518,22997,82823,Memory B cell,B cell Zone
14519,23283,82833,Memory B cell,B cell Zone
14520,22783,82813,macrophage,T cell Zone
14521,23435,82814,Naive B cell,B cell Zone
14522,22328,82819,Memory B cell,T cell Zone
14523,23759,82811,Naive B cell,B cell Zone
14524,25333,82824,follicular dendritic cell,B cell Zone
14525,21430,82812,endothelial cell,T cell Zone
14526,23209,82804,CD4 T cell,B cell Zone
14527,24537,82815,Naive B cell,B cell Zone
14528,25100,82813,Naive B cell,B cell Zone
14529,22134,82829,NK cell,T cell Zone
14530,24600,82821,Naive B cell,B cell Zone
14531,22345,82789,T-zone reticular cell,T cell Zone
14532,22731,82808,Memory B cell,T cell Zone
14533,23025,82790,Memory B cell,B cell Zone
14534,23696,82810,Memory B cell,B cell Zone
14535,23876,82823,Naive B cell,B cell Zone
14536,24008,82809,Memory B cell,B cell Zone
14537,24824,82826,unknown,B cell Zone
14538,22156,82808,NK cell,T cell Zone
14539,21341,82843,unknown,T cell Zone
14540,25278,82817,unknown,B cell Zone
14541,25388,82802,Naive B cell,B cell Zone
14542,21908,82800,unknown,T cell Zone
14543,22682,82793,Memory B cell,T cell Zone
14544,22891,82783,follicular dendritic cell,T cell Zone
14545,23166,82791,Memory B cell,B cell Zone
14546,25226,82810,unknown,B cell Zone
14547,21963,82804,T-zone reticular cell,T cell Zone
14548,22571,82787,macrophage,T cell Zone
14549,23346,82786,Memory B cell,B cell Zone
14550,23818,82796,Naive B cell,B cell Zone
14551,22630,82811,follicular dendritic cell,T cell Zone
14552,23578,82797,Memory B cell,B cell Zone
14553,23268,82787,follicular dendritic cell,B cell Zone
14554,24142,82801,Naive B cell,B cell Zone
14555,24056,82803,unknown,B cell Zone
14556,24401,82769,Naive B cell,B cell Zone
14557,21853,82767,CD4 T cell,T cell Zone
14558,24772,82778,Memory B cell,B cell Zone
14559,24457,82790,Memory B cell,B cell Zone
14560,24085,82777,Naive B cell,B cell Zone
14561,24405,82801,unknown,B cell Zone
14562,24669,82795,Memory B cell,B cell Zone
14563,25178,82805,unknown,B cell Zone
14564,22195,82784,unknown,T cell Zone
14565,23982,82788,Memory B cell,B cell Zone
14566,24096,82795,Naive B cell,B cell Zone
14567,23479,82771,Naive B cell,B cell Zone
14568,23874,82773,Memory B cell,B cell Zone
14569,24297,82800,Naive B cell,B cell Zone
14570,23075,82788,unknown,B cell Zone
14571,25438,82794,unknown,B cell Zone
14572,24158,82778,Memory B cell,B cell Zone
14573,25070,82764,Memory B cell,B cell Zone
14574,21535,82772,T-zone reticular cell,T cell Zone
14575,24837,82756,follicular dendritic cell,B cell Zone
14576,21396,82808,plasma cell,T cell Zone
14577,21575,82761,plasma cell,T cell Zone
14578,23648,82761,Naive B cell,B cell Zone
14579,24594,82759,macrophage,B cell Zone
14580,22635,82747,CD4 T cell,T cell Zone
14581,22925,82763,Naive B cell,T cell Zone
14582,22999,82749,Naive B cell,B cell Zone
14583,23377,82752,Naive B cell,B cell Zone
14584,25341,82766,unknown,B cell Zone
14585,21760,82761,macrophage,T cell Zone
14586,24727,82761,Memory B cell,B cell Zone
14587,22012,82762,CD4 T cell,T cell Zone
14588,25165,82780,Memory B cell,B cell Zone
14589,24651,82761,Naive B cell,B cell Zone
14590,25276,82772,unknown,B cell Zone
14591,21797,82737,CD4 T cell,T cell Zone
14592,22253,82757,T-zone reticular cell,T cell Zone
14593,22744,82753,follicular dendritic cell,T cell Zone
14594,23746,82766,Naive B cell,B cell Zone
14595,25224,82759,Naive B cell,B cell Zone
14596,22076,82761,T-zone reticular cell,T cell Zone
14597,23537,82738,Memory B cell,B cell Zone
14598,24259,82758,Naive B cell,B cell Zone
14599,24521,82758,follicular dendritic cell,B cell Zone
14600,23598,82757,Naive B cell,B cell Zone
14601,24020,82753,Naive B cell,B cell Zone
14602,21476,82735,endothelial cell,T cell Zone
14603,21668,82740,CD4 T cell,T cell Zone
14604,23702,82741,Naive B cell,B cell Zone
14605,24199,82757,Naive B cell,B cell Zone
14606,21838,82743,unknown,T cell Zone
14607,23083,82746,Naive B cell,B cell Zone
14608,25516,82749,Memory B cell,B cell Zone
14609,23164,82740,Naive B cell,B cell Zone
14610,23438,82752,Naive B cell,B cell Zone
14611,24338,82739,Naive B cell,B cell Zone
14612,25422,82749,Naive B cell,B cell Zone
14613,21892,82741,unknown,T cell Zone
14614,22383,82750,pericyte,T cell Zone
14615,23512,82746,Memory B cell,B cell Zone
14616,23965,82749,Naive B cell,B cell Zone
14617,25498,82729,Naive B cell,B cell Zone
14618,21955,82728,CD4 T cell,T cell Zone
14619,24282,82743,Naive B cell,B cell Zone
14620,23913,82752,unknown,B cell Zone
14621,25561,82714,Memory B cell,B cell Zone
14622,22138,82727,CD4 T cell,T cell Zone
14623,24651,82706,Memory B cell,B cell Zone
14624,25160,82743,Memory B cell,B cell Zone
14625,22795,82718,NK cell,T cell Zone
14626,25328,82736,unknown,B cell Zone
14627,23114,82719,Memory B cell,B cell Zone
14628,24166,82717,Naive B cell,B cell Zone
14629,24124,82719,Memory B cell,B cell Zone
14630,24546,82714,Memory B cell,B cell Zone
14631,21691,82701,macrophage,T cell Zone
14632,23843,82733,Memory B cell,B cell Zone
14633,24227,82708,Memory B cell,B cell Zone
14634,22511,82729,macrophage,T cell Zone
14635,23242,82727,Memory B cell,B cell Zone
14636,23765,82723,Memory B cell,B cell Zone
14637,24064,82724,CD4 T cell,B cell Zone
14638,22692,82704,T-zone reticular cell,T cell Zone
14639,22940,82720,Naive B cell,B cell Zone
14640,25269,82726,unknown,B cell Zone
14641,22446,82708,pericyte,T cell Zone
14642,22876,82722,follicular dendritic cell,T cell Zone
14643,22052,82713,NK cell,T cell Zone
14644,21416,82707,CD4 T cell,T cell Zone
14645,22390,82708,pericyte,T cell Zone
14646,24781,82696,follicular dendritic cell,B cell Zone
14647,22343,82691,CD4 T cell,T cell Zone
14648,23219,82692,Memory B cell,B cell Zone
14649,25176,82705,Memory B cell,B cell Zone
14650,21353,82711,unknown,T cell Zone
14651,23164,82696,unknown,B cell Zone
14652,23337,82706,follicular dendritic cell,B cell Zone
14653,23061,82684,Memory B cell,B cell Zone
14654,23433,82695,Memory B cell,B cell Zone
14655,23937,82706,Naive B cell,B cell Zone
14656,23282,82685,CD4 T cell,B cell Zone
14657,23613,82686,Memory B cell,B cell Zone
14658,24892,82703,follicular dendritic cell,B cell Zone
14659,25076,82681,Naive B cell,B cell Zone
14660,25433,82706,Naive B cell,B cell Zone
14661,23673,82693,Naive B cell,B cell Zone
14662,22530,82682,macrophage,T cell Zone
14663,22723,82677,Naive B cell,T cell Zone
14664,24288,82699,unknown,B cell Zone
14665,25247,82691,follicular dendritic cell,B cell Zone
14666,25320,82697,unknown,B cell Zone
14667,22257,82698,NK cell,T cell Zone
14668,23848,82686,CD4 T cell,B cell Zone
14669,24014,82690,Naive B cell,B cell Zone
14670,22884,82677,CD4 T cell,T cell Zone
14671,22283,82673,CD4 T cell,T cell Zone
14672,22999,82687,Memory B cell,B cell Zone
14673,23729,82664,Memory B cell,B cell Zone
14674,24740,82684,pericyte,B cell Zone
14675,24406,82680,Memory B cell,B cell Zone
14676,23370,82688,unknown,B cell Zone
14677,25359,82666,Naive B cell,B cell Zone
14678,24069,82679,Memory B cell,B cell Zone
14679,24926,82649,follicular dendritic cell,B cell Zone
14680,25415,82673,Naive B cell,B cell Zone
14681,21894,82681,macrophage,T cell Zone
14682,23450,82665,Memory B cell,B cell Zone
14683,25480,82670,Memory B cell,B cell Zone
14684,21521,82659,endothelial cell,T cell Zone
14685,24345,82669,Memory B cell,B cell Zone
14686,24498,82653,Naive B cell,B cell Zone
14687,22635,82679,CD4 T cell,T cell Zone
14688,22939,82656,Memory B cell,B cell Zone
14689,24453,82671,Naive B cell,B cell Zone
14690,21714,82669,macrophage,T cell Zone
14691,23885,82665,unknown,B cell Zone
14692,22797,82647,CD4 T cell,T cell Zone
14693,23588,82646,Naive B cell,B cell Zone
14694,22169,82672,T-zone reticular cell,T cell Zone
14695,22219,82666,CD4 T cell,T cell Zone
14696,24594,82664,Naive B cell,B cell Zone
14697,24685,82654,Memory B cell,B cell Zone
14698,21456,82649,endothelial cell,T cell Zone
14699,21775,82651,macrophage,T cell Zone
14700,22562,82660,CD4 T cell,T cell Zone
14701,23774,82647,follicular dendritic cell,B cell Zone
14702,23940,82659,CD8 T cell,B cell Zone
14703,24161,82654,Memory B cell,B cell Zone
14704,21338,82671,CD4 T cell,T cell Zone
14705,22064,82654,CD4 T cell,T cell Zone
14706,23086,82642,Memory B cell,B cell Zone
14707,23510,82652,Memory B cell,B cell Zone
14708,25132,82652,Naive B cell,B cell Zone
14709,23163,82646,Naive B cell,B cell Zone
14710,23984,82663,unknown,B cell Zone
14711,25302,82646,Naive B cell,B cell Zone
14712,23239,82647,CD4 T cell,B cell Zone
14713,24079,82646,Memory B cell,B cell Zone
14714,24270,82649,follicular dendritic cell,B cell Zone
14715,22398,82643,CD4 T cell,T cell Zone
14716,23328,82644,Memory B cell,B cell Zone
14717,22007,82643,CD4 T cell,T cell Zone
14718,22143,82638,CD8 T cell,T cell Zone
14719,22663,82647,Memory B cell,T cell Zone
14720,25191,82644,Naive B cell,B cell Zone
14721,21613,82641,T-zone reticular cell,T cell Zone
14722,22996,82649,unknown,B cell Zone
14723,23672,82635,follicular dendritic cell,B cell Zone
14724,24555,82648,unknown,B cell Zone
14725,25022,82636,Memory B cell,B cell Zone
14726,22468,82623,pericyte,T cell Zone
14727,23351,82620,Memory B cell,B cell Zone
14728,24010,82626,follicular dendritic cell,B cell Zone
14729,23007,82618,Memory B cell,B cell Zone
14730,24187,82595,follicular dendritic cell,B cell Zone
14731,24801,82625,follicular dendritic cell,B cell Zone
14732,21366,82579,macrophage,T cell Zone
14733,24627,82635,CD4 T cell,B cell Zone
14734,24746,82629,Memory B cell,B cell Zone
14735,25523,82636,Naive B cell,B cell Zone
14736,22618,82631,unknown,T cell Zone
14737,23859,82619,follicular dendritic cell,B cell Zone
14738,25252,82616,Memory B cell,B cell Zone
14739,25488,82617,Memory B cell,B cell Zone
14740,22094,82634,unknown,T cell Zone
14741,21568,82627,unknown,T cell Zone
14742,23949,82627,unknown,B cell Zone
14743,24364,82610,Memory B cell,B cell Zone
14744,22955,82606,Naive B cell,T cell Zone
14745,23203,82610,CD4 T cell,B cell Zone
14746,23421,82623,Memory B cell,B cell Zone
14747,24536,82617,CD4 T cell,B cell Zone
14748,22250,82600,macrophage,T cell Zone
14749,22809,82587,macrophage,T cell Zone
14750,22715,82599,macrophage,T cell Zone
14751,24441,82604,Memory B cell,B cell Zone
14752,21703,82610,T-zone reticular cell,T cell Zone
14753,24110,82609,unknown,B cell Zone
14754,24596,82594,CD4 T cell,B cell Zone
14755,25419,82599,Memory B cell,B cell Zone
14756,22181,82600,CD4 T cell,T cell Zone
14757,23916,82592,follicular dendritic cell,B cell Zone
14758,21529,82581,CD4 T cell,T cell Zone
14759,22333,82598,T-zone reticular cell,T cell Zone
14760,23617,82584,Memory B cell,B cell Zone
14761,25538,82568,Naive B cell,B cell Zone
14762,23471,82589,follicular dendritic cell,B cell Zone
14763,25150,82602,Memory B cell,B cell Zone
14764,21776,82587,CD4 T cell,T cell Zone
14765,21898,82614,pericyte,T cell Zone
14766,22898,82587,GC B LZ,T cell Zone
14767,22032,82587,unknown,T cell Zone
14768,22557,82585,CD4 T cell,T cell Zone
14769,24477,82606,unknown,B cell Zone
14770,24977,82586,Memory B cell,B cell Zone
14771,25048,82581,Memory B cell,B cell Zone
14772,21336,82562,CD4 T cell,T cell Zone
14773,22627,82580,CD4 T cell,T cell Zone
14774,24887,82583,Naive B cell,B cell Zone
14775,24689,82583,follicular dendritic cell,B cell Zone
14776,23134,82574,CD4 T cell,B cell Zone
14777,23295,82576,Memory B cell,B cell Zone
14778,23537,82565,Memory B cell,B cell Zone
14779,24278,82590,GC B LZ,B cell Zone
14780,24935,82585,unknown,B cell Zone
14781,21830,82588,CD4 T cell,T cell Zone
14782,24064,82587,unknown,B cell Zone
14783,22109,82576,CD8 T cell,T cell Zone
14784,21899,82571,T-zone reticular cell,T cell Zone
14785,22414,82578,NK cell,T cell Zone
14786,23418,82568,Memory B cell,B cell Zone
14787,24764,82580,Memory B cell,B cell Zone
14788,25198,82564,Memory B cell,B cell Zone
14789,21698,82569,Naive B cell,T cell Zone
14790,22675,82579,macrophage,T cell Zone
14791,23698,82550,macrophage,B cell Zone
14792,25338,82567,Naive B cell,B cell Zone
14793,21642,82573,T-zone reticular cell,T cell Zone
14794,21958,82589,unknown,T cell Zone
14795,23061,82570,Memory B cell,B cell Zone
14796,23226,82579,Memory B cell,B cell Zone
14797,23782,82581,unknown,B cell Zone
14798,24018,82573,unknown,B cell Zone
14799,24476,82565,Memory B cell,B cell Zone
14800,25091,82574,Memory B cell,B cell Zone
14801,21585,82556,endothelial cell,T cell Zone
14802,24543,82567,Memory B cell,B cell Zone
14803,23352,82566,Memory B cell,B cell Zone
14804,25492,82555,Memory B cell,B cell Zone
14805,25413,82561,Memory B cell,B cell Zone
14806,24810,82549,Memory B cell,B cell Zone
14807,23008,82550,Naive B cell,T cell Zone
14808,23592,82556,Naive B cell,B cell Zone
14809,24109,82562,unknown,B cell Zone
14810,24651,82543,Memory B cell,B cell Zone
14811,24341,82555,Memory B cell,B cell Zone
14812,22507,82563,pericyte,T cell Zone
14813,24726,82541,Memory B cell,B cell Zone
14814,22146,82532,CD4 T cell,T cell Zone
14815,25245,82547,Naive B cell,B cell Zone
14816,25313,82531,Memory B cell,B cell Zone
14817,22210,82547,CD8 T cell,T cell Zone
14818,22750,82543,macrophage,T cell Zone
14819,24233,82549,Naive B cell,B cell Zone
14820,22037,82529,plasma cell,T cell Zone
14821,23821,82537,unknown,B cell Zone
14822,25004,82551,Memory B cell,B cell Zone
14823,25143,82547,Memory B cell,B cell Zone
14824,22650,82521,T-zone reticular cell,T cell Zone
14825,23889,82530,follicular dendritic cell,B cell Zone
14826,23978,82540,Naive B cell,B cell Zone
14827,24422,82542,Memory B cell,B cell Zone
14828,24381,82547,unknown,B cell Zone
14829,24048,82540,unknown,B cell Zone
14830,21451,82540,plasma cell,T cell Zone
14831,22295,82539,CD4 T cell,T cell Zone
14832,24287,82538,Memory B cell,B cell Zone
14833,24157,82532,unknown,B cell Zone
14834,24570,82529,CD4 T cell,B cell Zone
14835,21956,82541,dendritic cell,T cell Zone
14836,23362,82523,Memory B cell,B cell Zone
14837,22251,82512,CD4 T cell,T cell Zone
14838,22363,82521,dendritic cell,T cell Zone
14839,22953,82524,CD4 T cell,T cell Zone
14840,23471,82518,CD4 T cell,B cell Zone
14841,23775,82538,unknown,B cell Zone
14842,24852,82526,Naive B cell,B cell Zone
14843,21842,82520,plasma cell,T cell Zone
14844,23219,82504,macrophage,B cell Zone
14845,22712,82513,CD4 T cell,T cell Zone
14846,23949,82514,follicular dendritic cell,B cell Zone
14847,24082,82526,unknown,B cell Zone
14848,24962,82525,Naive B cell,B cell Zone
14849,22801,82506,Memory B cell,T cell Zone
14850,25125,82529,unknown,B cell Zone
14851,25459,82520,Memory B cell,B cell Zone
14852,21772,82508,macrophage,T cell Zone
14853,23147,82495,T-zone reticular cell,B cell Zone
14854,24463,82519,Memory B cell,B cell Zone
14855,25015,82502,Memory B cell,B cell Zone
14856,21409,82493,plasma cell,T cell Zone
14857,23066,82497,NK cell,T cell Zone
14858,24505,82516,Naive B cell,B cell Zone
14859,24618,82513,Naive B cell,B cell Zone
14860,25089,82511,Memory B cell,B cell Zone
14861,21913,82503,T-zone reticular cell,T cell Zone
14862,22463,82502,follicular dendritic cell,T cell Zone
14863,24027,82521,unknown,B cell Zone
14864,23302,82504,CD4 T cell,B cell Zone
14865,23621,82506,macrophage,B cell Zone
14866,24940,82497,Memory B cell,B cell Zone
14867,21511,82505,T-zone reticular cell,T cell Zone
14868,23543,82497,CD4 T cell,B cell Zone
14869,23751,82510,unknown,B cell Zone
14870,25391,82491,Memory B cell,B cell Zone
14871,24741,82499,Memory B cell,B cell Zone
14872,25255,82509,Naive B cell,B cell Zone
14873,21967,82510,Memory B cell,T cell Zone
14874,23403,82498,Memory B cell,B cell Zone
14875,24317,82490,Memory B cell,B cell Zone
14876,24375,82507,unknown,B cell Zone
14877,22192,82489,CD4 T cell,T cell Zone
14878,23867,82505,unknown,B cell Zone
14879,24889,82490,CD8 T cell,B cell Zone
14880,25206,82487,Memory B cell,B cell Zone
14881,22103,82480,CD4 T cell,T cell Zone
14882,25502,82493,Naive B cell,B cell Zone
14883,25532,82538,Naive B cell,B cell Zone
14884,23459,82469,follicular dendritic cell,B cell Zone
14885,24213,82462,macrophage,B cell Zone
14886,25147,82480,CD4 T cell,B cell Zone
14887,24158,82484,unknown,B cell Zone
14888,23007,82480,macrophage,T cell Zone
14889,24806,82464,Memory B cell,B cell Zone
14890,22297,82482,CD4 T cell,T cell Zone
14891,22410,82482,T-zone reticular cell,T cell Zone
14892,22782,82474,T-zone reticular cell,T cell Zone
14893,23922,82477,unknown,B cell Zone
14894,25284,82460,Memory B cell,B cell Zone
14895,24639,82470,Naive B cell,B cell Zone
14896,21461,82479,unknown,T cell Zone
14897,23369,82466,Memory B cell,B cell Zone
14898,23798,82474,Memory B cell,B cell Zone
14899,24019,82460,follicular dendritic cell,B cell Zone
14900,24436,82479,Memory B cell,B cell Zone
14901,22055,82457,follicular dendritic cell,T cell Zone
14902,21507,82449,T-zone reticular cell,T cell Zone
14903,21345,82480,plasma cell,T cell Zone
14904,24099,82453,follicular dendritic cell,B cell Zone
14905,24515,82456,CD4 T cell,B cell Zone
14906,24574,82457,Memory B cell,B cell Zone
14907,25072,82451,Memory B cell,B cell Zone
14908,22956,82471,GC B LZ,T cell Zone
14909,23286,82462,macrophage,B cell Zone
14910,23558,82465,Naive B cell,B cell Zone
14911,24285,82453,macrophage,B cell Zone
14912,22482,82465,unknown,T cell Zone
14913,24371,82456,CD4 T cell,B cell Zone
14914,22352,82426,T-zone reticular cell,T cell Zone
14915,22524,82464,CD4 T cell,T cell Zone
14916,23866,82464,unknown,B cell Zone
14917,23821,82454,Naive B cell,B cell Zone
14918,21963,82435,CD4 T cell,T cell Zone
14919,25476,82451,Naive B cell,B cell Zone
14920,22683,82446,T-zone reticular cell,T cell Zone
14921,23621,82447,macrophage,B cell Zone
14922,24487,82440,follicular dendritic cell,B cell Zone
14923,25157,82447,Memory B cell,B cell Zone
14924,22568,82447,CD4 T cell,T cell Zone
14925,22958,82433,GC B DZ,T cell Zone
14926,24746,82442,CD4 T cell,B cell Zone
14927,25355,82444,Memory B cell,B cell Zone
14928,23886,82440,unknown,B cell Zone
14929,22230,82432,plasma cell,T cell Zone
14930,23189,82423,macrophage,B cell Zone
14931,24692,82438,Naive B cell,B cell Zone
14932,25326,82431,Naive B cell,B cell Zone
